From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is_Laundering
113,815230EC0,57466,8159CB3D0,5537537.64,Shekel,5537537.64,Shekel,Cash,0
113,8159E2130,157948,815A4E980,3792.28,Shekel,3792.28,Shekel,Cheque,0
113,8159E2130,157948,815A4E980,25728.33,Shekel,25728.33,Shekel,Credit Card,0
58138,81552E5E0,258799,815B30A30,139552.71,Shekel,139552.71,Shekel,Cheque,0
58138,81552E5E0,258799,815B30A30,72886.61,Shekel,72886.61,Shekel,Credit Card,0
58138,81552E5E0,258799,815B30A30,628511.74,Shekel,628511.74,Shekel,ACH,0
58138,81552E5E0,258799,815B30A30,21816.26,Shekel,21816.26,Shekel,Wire,0
257433,8158C8770,258606,815C27E50,36121.2,Shekel,36121.2,Shekel,Cheque,0
257433,8158C8770,258606,815C27E50,6494.47,Shekel,6494.47,Shekel,Cash,0
257433,8158C8770,258606,815C27E50,6005.67,Shekel,6005.67,Shekel,Wire,0
158021,815A7F500,59033,815C36F00,4474.89,Shekel,4474.89,Shekel,Cheque,0
158021,815A7F500,59033,815C36F00,416.14,Shekel,416.14,Shekel,Credit Card,0
70,10042B9C0,257858,81593AFC0,107.74,Shekel,107.74,Shekel,Credit Card,0
70,10042B9C0,257858,81593AFC0,483.43,Shekel,483.43,Shekel,Cash,0
14,815549560,257741,815CD3B00,5845.77,Shekel,5845.77,Shekel,Cheque,0
14,815549560,257741,815CD3B00,10170.79,Shekel,10170.79,Shekel,Credit Card,0
115,800051940,158053,815D0CD90,661.46,Shekel,661.46,Shekel,Cheque,0
115,800051940,158053,815D0CD90,858.77,Shekel,858.77,Shekel,Credit Card,0
1199,81554BB80,159167,815D3FBA0,300.77,Shekel,300.77,Shekel,Cheque,0
1199,81554BB80,159167,815D3FBA0,88.56,Shekel,88.56,Shekel,Credit Card,0
115,815D50910,258799,815D50C70,3331.67,Shekel,3331.67,Shekel,ACH,0
158053,815D51070,258799,815D50C70,8032.51,Shekel,8032.51,Shekel,ACH,0
158021,815D51110,258799,815D50C70,1376407.38,Shekel,1376407.38,Shekel,ACH,0
1199,815D50B30,258799,815D50C70,9366.32,Shekel,9366.32,Shekel,ACH,0
157937,8158BB670,257741,815DD7980,2997.74,Shekel,2997.74,Shekel,Cheque,0
157937,8158BB670,257741,815DD7980,1562.28,Shekel,1562.28,Shekel,Credit Card,0
157948,8154F3620,159167,815E603D0,241.57,Shekel,241.57,Shekel,Cheque,0
157948,8154F3620,159167,815E603D0,385.22,Shekel,385.22,Shekel,Credit Card,0
157948,8154F3620,159167,815E603D0,75.59,Shekel,75.59,Shekel,Wire,0
22435,807C585A0,22435,807C585A0,983.42,Shekel,291.21,US Dollar,ACH,0
22435,807C585A0,59524,815EE4060,983.42,Shekel,983.42,Shekel,Cheque,0
22435,807C585A0,22435,807C585A0,750.33,Shekel,222.19,US Dollar,ACH,0
22435,807C585A0,59524,815EE4060,750.33,Shekel,750.33,Shekel,Credit Card,0
22435,807C585A0,22435,807C585A0,143.14,Shekel,42.39,US Dollar,ACH,0
22435,807C585A0,59524,815EE4060,143.14,Shekel,143.14,Shekel,Wire,0
257741,815839C50,257433,815F00700,7603.63,Shekel,7603.63,Shekel,Cheque,0
257741,815839C50,257433,815F00700,5429.89,Shekel,5429.89,Shekel,Credit Card,0
257433,81535E340,1199,815F22360,1316.04,Shekel,1316.04,Shekel,Cheque,0
257433,81535E340,1199,815F22360,4320.69,Shekel,4320.69,Shekel,Cash,0
59157,815C86F00,14,815F4B9B0,506.29,Shekel,506.29,Shekel,Cheque,0
157948,8153B0520,258461,8160072C0,96.57,Shekel,96.57,Shekel,Cheque,0
157948,8153B0520,258461,8160072C0,641.18,Shekel,641.18,Shekel,Cash,0
70,10042B9C0,259592,816035950,802.11,Shekel,802.11,Shekel,Credit Card,0
57466,815CE9630,59700,81604C910,9063.47,Shekel,9063.47,Shekel,Cheque,0
158021,81559DED0,59033,816050AE0,92.22,Shekel,92.22,Shekel,Cheque,0
158021,81559DED0,59033,816050AE0,435.26,Shekel,435.26,Shekel,Credit Card,0
158021,81559DED0,59033,816050AE0,77.15,Shekel,77.15,Shekel,Cash,0
158021,81559DED0,59033,816050AE0,26.3,Shekel,26.3,Shekel,ACH,0
158021,81559DED0,59033,816050AE0,158.18,Shekel,158.18,Shekel,Wire,0
58138,815A4FCC0,57466,816070230,413.84,Shekel,413.84,Shekel,Cheque,0
58138,815A4FCC0,57466,816070230,994.14,Shekel,994.14,Shekel,Credit Card,0
213,815336C20,158021,81607FF20,678.21,Shekel,678.21,Shekel,Cheque,0
213,815336C20,158021,81607FF20,53.93,Shekel,53.93,Shekel,Credit Card,0
258461,81592CDD0,257433,816098170,374.67,Shekel,374.67,Shekel,Cheque,0
258461,81592CDD0,257433,816098170,173.16,Shekel,173.16,Shekel,Credit Card,0
259116,816041A00,59700,8161101A0,906.03,Shekel,906.03,Shekel,Cheque,0
259116,816041A00,59700,8161101A0,3426.34,Shekel,3426.34,Shekel,Credit Card,0
259116,816041A00,59700,8161101A0,268.37,Shekel,268.37,Shekel,Cash,0
259116,816041A00,59700,8161101A0,470.6,Shekel,470.6,Shekel,ACH,0
158021,816144080,160008,816144A50,2424.04,Shekel,2424.04,Shekel,ACH,0
58138,816144A00,160008,816144A50,5905.32,Shekel,5905.32,Shekel,ACH,0
258630,815968490,59157,8161A25C0,14670.58,Shekel,14670.58,Shekel,Cheque,0
258630,815968490,59157,8161A25C0,3782.01,Shekel,3782.01,Shekel,Credit Card,0
158053,8158BAF70,157948,8161BC6E0,14517.91,Shekel,14517.91,Shekel,Cheque,0
257433,815DE2D80,60175,816296B80,129.04,Shekel,129.04,Shekel,Cheque,0
257433,815DE2D80,60175,816296B80,143.77,Shekel,143.77,Shekel,Credit Card,0
257741,8158374B0,160604,8162D0CF0,9826.28,Shekel,9826.28,Shekel,Cheque,0
257741,8158374B0,160604,8162D0CF0,54199.64,Shekel,54199.64,Shekel,Credit Card,0
258630,815D455E0,160372,8162692C0,370.68,Shekel,370.68,Shekel,Cheque,0
258630,815D455E0,160372,8162692C0,304.4,Shekel,304.4,Shekel,Cash,0
157948,815493270,260228,8165B22C0,449.57,Shekel,449.57,Shekel,Cheque,0
157948,815493270,260228,8165B22C0,864.8,Shekel,864.8,Shekel,Credit Card,0
258630,815EFF6A0,260418,8165C0EE0,447.1,Shekel,447.1,Shekel,Cheque,0
258630,815EFF6A0,260418,8165C0EE0,795.47,Shekel,795.47,Shekel,Credit Card,0
160008,81614E0E0,260418,816601870,200198.38,Shekel,200198.38,Shekel,Cheque,0
160008,81614E0E0,260418,816601870,828591.53,Shekel,828591.53,Shekel,Cash,0
160008,81614E0E0,260418,816601870,27691.83,Shekel,27691.83,Shekel,ACH,0
158021,81558B980,259164,8166C9DE0,3845.95,Shekel,3845.95,Shekel,Cheque,0
158021,81558B980,259164,8166C9DE0,1696.78,Shekel,1696.78,Shekel,Credit Card,0
158021,81558B980,259164,8166C9DE0,3186.29,Shekel,3186.29,Shekel,Cash,0
14,8000D2DD0,157948,816767D30,479.39,Shekel,479.39,Shekel,Cheque,0
14,8000D2DD0,157948,816767D30,941.35,Shekel,941.35,Shekel,Credit Card,0
160805,81680B4E0,213,81680B490,8623.23,Shekel,8623.23,Shekel,ACH,0
60382,8161B1110,160063,81680D8F0,35968.01,Shekel,35968.01,Shekel,Cheque,0
60382,8161B1110,160063,81680D8F0,19821.34,Shekel,19821.34,Shekel,Credit Card,0
14,815A33FB0,259555,816847D10,6970.1,Shekel,6970.1,Shekel,Cheque,0
14,815A33FB0,259555,816847D10,10306.57,Shekel,10306.57,Shekel,Cash,0
58848,81590AF70,112,8169836A0,368.87,Shekel,368.87,Shekel,Cheque,0
58848,81590AF70,112,8169836A0,220.25,Shekel,220.25,Shekel,Credit Card,0
58848,81590AF70,112,8169836A0,59.76,Shekel,59.76,Shekel,Cash,0
61422,816735700,260091,816999310,1005.02,Shekel,1005.02,Shekel,Cheque,0
61422,816735700,260091,816999310,1153.57,Shekel,1153.57,Shekel,Credit Card,0
113,815399830,59524,816A875E0,4105.73,Shekel,4105.73,Shekel,Cheque,0
157948,8153B0A00,60842,816A928C0,133746.15,Shekel,133746.15,Shekel,Cheque,0
257741,815B1B680,58138,816C32470,6980.8,Shekel,6980.8,Shekel,Cheque,0
257741,815B1B680,58138,816C32470,229.8,Shekel,229.8,Shekel,ACH,0
115,8000E0320,18,816CE56D0,2005.08,Saudi Riyal,2005.08,Saudi Riyal,Cheque,0
115,8000E0320,18,816CE56D0,4620.05,Saudi Riyal,4620.05,Saudi Riyal,Cash,0
18,816CDE3F0,18,8171EF680,9903.67,Saudi Riyal,9903.67,Saudi Riyal,Cheque,0
18,816CDE3F0,18,8171EF680,69567.01,Saudi Riyal,69567.01,Saudi Riyal,ACH,0
18,81715A7E0,163233,8172F8AC0,839277.67,Saudi Riyal,839277.67,Saudi Riyal,Cheque,0
18,81715A7E0,163233,8172F8AC0,517366.24,Saudi Riyal,517366.24,Saudi Riyal,Cash,0
18,81715A7E0,163233,8172F8AC0,134579.75,Saudi Riyal,134579.75,Saudi Riyal,Wire,0
216,8000DC3E0,163233,817334250,724397.37,Saudi Riyal,724397.37,Saudi Riyal,Cheque,0
216,8000DC3E0,163233,817334250,825063.74,Saudi Riyal,825063.74,Saudi Riyal,ACH,0
115,8173582D0,216,817357900,16861.54,Saudi Riyal,16861.54,Saudi Riyal,ACH,0
115,817358000,216,817357900,8570.99,Saudi Riyal,8570.99,Saudi Riyal,ACH,0
216,817358190,216,817357900,6261.89,Saudi Riyal,6261.89,Saudi Riyal,ACH,0
70,10042BA08,263025,81737BF50,6723.67,Saudi Riyal,6723.67,Saudi Riyal,Cheque,0
70,10042BA08,263025,81737BF50,10213.95,Saudi Riyal,10213.95,Saudi Riyal,Credit Card,0
163233,81736DF90,216,81738CFA0,611.82,Saudi Riyal,611.82,Saudi Riyal,Cheque,0
163233,81736DF90,216,81738CFA0,481.9,Saudi Riyal,481.9,Saudi Riyal,Credit Card,0
70,10042BA08,217,817392ED0,135377.84,Saudi Riyal,135377.84,Saudi Riyal,Cheque,0
70,10042BA08,217,817392ED0,71046.97,Saudi Riyal,71046.97,Saudi Riyal,Credit Card,0
70,10042BA08,217,817392ED0,59518.63,Saudi Riyal,59518.63,Saudi Riyal,Cash,0
216,817342730,163470,8173BDAD0,2335.91,Saudi Riyal,2335.91,Saudi Riyal,Cheque,0
216,817342730,163470,8173BDAD0,10384.64,Saudi Riyal,10384.64,Saudi Riyal,Credit Card,0
216,8172F6A00,163470,8174BA820,22039.1,Saudi Riyal,22039.1,Saudi Riyal,Cheque,0
216,8172F6A00,163470,8174BA820,56230.37,Saudi Riyal,56230.37,Saudi Riyal,Cash,0
216,8000DAF10,217,8172F82A0,1501.4,Saudi Riyal,1501.4,Saudi Riyal,Cheque,0
216,8000DAF10,217,8172F82A0,1051.7,Saudi Riyal,1051.7,Saudi Riyal,Cash,0
18,816CDF470,263186,8174EB420,1033.6,Saudi Riyal,1033.6,Saudi Riyal,Cheque,0
18,816CDF470,263186,8174EB420,6.67,Saudi Riyal,6.67,Saudi Riyal,Credit Card,0
216,8175B0670,18,8175E1930,2789.13,Saudi Riyal,2789.13,Saudi Riyal,Cheque,0
216,8175B0670,18,8175E1930,9773.31,Saudi Riyal,9773.31,Saudi Riyal,Credit Card,0
163470,817687E70,63779,8176B3080,2482.5,Saudi Riyal,2482.5,Saudi Riyal,Cheque,0
163470,817687E70,63779,8176B3080,1210.03,Saudi Riyal,1210.03,Saudi Riyal,ACH,0
263025,8174ECBB0,64057,8177DADC0,2383.69,Saudi Riyal,2383.69,Saudi Riyal,Cheque,0
263025,8174ECBB0,64057,8177DADC0,5395.59,Saudi Riyal,5395.59,Saudi Riyal,Credit Card,0
263025,8174BE050,263025,817896880,1747950.75,Saudi Riyal,1747950.75,Saudi Riyal,Cheque,0
263025,8174BE050,263025,817896880,11665.86,Saudi Riyal,11665.86,Saudi Riyal,Credit Card,0
216,8172C4CD0,64059,8179A7970,1506.63,Saudi Riyal,1506.63,Saudi Riyal,Cheque,0
216,8172C4CD0,64059,8179A7970,71.24,Saudi Riyal,71.24,Saudi Riyal,Credit Card,0
70,10042BA08,63779,8179BB060,347.77,Saudi Riyal,347.77,Saudi Riyal,Cheque,0
70,10042BA08,63779,8179BB060,377.38,Saudi Riyal,377.38,Saudi Riyal,Credit Card,0
63587,817892520,163897,8179BFF30,960.53,Saudi Riyal,960.53,Saudi Riyal,Cheque,0
63587,817892520,163897,8179BFF30,375.45,Saudi Riyal,375.45,Saudi Riyal,Credit Card,0
216,8172D61B0,163233,8179C2200,76958.33,Saudi Riyal,76958.33,Saudi Riyal,Cheque,0
216,8175E5B50,263431,8179F18F0,6442.71,Saudi Riyal,6442.71,Saudi Riyal,Cheque,0
216,8175E5B50,263431,8179F18F0,13069.01,Saudi Riyal,13069.01,Saudi Riyal,Credit Card,0
18,8178CB620,64057,8179F6D30,12558.0,Saudi Riyal,12558.0,Saudi Riyal,Cheque,0
18,8178CB620,64057,8179F6D30,9227.26,Saudi Riyal,9227.26,Saudi Riyal,Credit Card,0
18,8171E1530,64057,817A762B0,2356622.46,Saudi Riyal,2356622.46,Saudi Riyal,Cheque,0
18,8171E1530,64057,817A762B0,65158.06,Saudi Riyal,65158.06,Saudi Riyal,Credit Card,0
163233,817392A70,263574,817AB2150,3220.89,Saudi Riyal,3220.89,Saudi Riyal,Cheque,0
163233,817392A70,263574,817AB2150,13487.77,Saudi Riyal,13487.77,Saudi Riyal,Credit Card,0
163897,8176B2110,163470,817AF4480,2566.11,Saudi Riyal,2566.11,Saudi Riyal,Cheque,0
163897,8176B2110,163470,817AF4480,1134.06,Saudi Riyal,1134.06,Saudi Riyal,ACH,0
163897,817862830,64059,817B748F0,266.07,Saudi Riyal,266.07,Saudi Riyal,Cheque,0
163897,817862830,64059,817B748F0,32.89,Saudi Riyal,32.89,Saudi Riyal,Credit Card,0
163233,81735BA60,216,817E15FB0,4944.02,Saudi Riyal,4944.02,Saudi Riyal,Cheque,0
163233,81735BA60,216,817E15FB0,4111.29,Saudi Riyal,4111.29,Saudi Riyal,Credit Card,0
70,10042BA08,263431,817E24CC0,8411.87,Saudi Riyal,8411.87,Saudi Riyal,Cheque,0
70,10042BA08,263431,817E24CC0,34518.85,Saudi Riyal,34518.85,Saudi Riyal,Credit Card,0
163233,8172CF840,164730,817E37500,10974.41,Saudi Riyal,10974.41,Saudi Riyal,Cheque,0
163233,8172CF840,164730,817E37500,36457.88,Saudi Riyal,36457.88,Saudi Riyal,Cash,0
70,10042BA08,163470,817E3F230,608.12,Saudi Riyal,608.12,Saudi Riyal,Cheque,0
70,10042BA08,163470,817E3F230,3009.33,Saudi Riyal,3009.33,Saudi Riyal,Credit Card,0
263431,817833640,264152,817E66250,1155.0,Saudi Riyal,1155.0,Saudi Riyal,Cheque,0
263431,817833640,264152,817E66250,329.56,Saudi Riyal,329.56,Saudi Riyal,Credit Card,0
217,817152330,216,817E8B4D0,3219.72,Saudi Riyal,3219.72,Saudi Riyal,Cheque,0
115,817EE39D0,263431,817F000C0,20687.17,Saudi Riyal,20687.17,Saudi Riyal,Cheque,0
115,817EE39D0,263431,817F000C0,64994.11,Saudi Riyal,64994.11,Saudi Riyal,Wire,0
216,8176FFF20,63779,817F04310,76.64,Saudi Riyal,76.64,Saudi Riyal,Credit Card,0
216,8176FFF20,63779,817F04310,4.41,Saudi Riyal,4.41,Saudi Riyal,ACH,0
70,10042BA08,216,817F5D600,8560.2,Saudi Riyal,8560.2,Saudi Riyal,Cheque,0
63779,817808BF0,63834,817FDA7E0,11654.98,Saudi Riyal,11654.98,Saudi Riyal,Cheque,0
63779,817808BF0,63834,817FDA7E0,6073.32,Saudi Riyal,6073.32,Saudi Riyal,Cash,0
163233,8172C5200,165440,817FE99E0,163881.13,Saudi Riyal,163881.13,Saudi Riyal,Cheque,0
163233,8172C5200,165440,817FE99E0,48063.38,Saudi Riyal,48063.38,Saudi Riyal,Credit Card,0
163233,8172C5200,165440,817FE99E0,37927.15,Saudi Riyal,37927.15,Saudi Riyal,ACH,0
63834,8176EE080,216,81804A620,1436917.69,Saudi Riyal,1436917.69,Saudi Riyal,Cheque,0
63834,8176EE080,216,81804A620,28500.65,Saudi Riyal,28500.65,Saudi Riyal,ACH,0
263025,81736F6A0,165362,818060100,1122.34,Saudi Riyal,1122.34,Saudi Riyal,Cheque,0
263025,81736F6A0,165362,818060100,1774.06,Saudi Riyal,1774.06,Saudi Riyal,Credit Card,0
63779,8176050E0,165362,8180ABEA0,11523.84,Saudi Riyal,11523.84,Saudi Riyal,Cheque,0
263574,8180AEA90,216,8180D9CE0,7379.75,Saudi Riyal,7379.75,Saudi Riyal,Cheque,0
263574,8180AEA90,216,8180D9CE0,4864.1,Saudi Riyal,4864.1,Saudi Riyal,Credit Card,0
163470,81761D1A0,265175,81810F580,381.8,Saudi Riyal,381.8,Saudi Riyal,Cheque,0
163470,81761D1A0,265175,81810F580,484.36,Saudi Riyal,484.36,Saudi Riyal,Credit Card,0
263186,817F59490,63834,818196760,3321.14,Saudi Riyal,3321.14,Saudi Riyal,Cheque,0
263186,817F59490,63834,818196760,12170.93,Saudi Riyal,12170.93,Saudi Riyal,Cash,0
163470,81762E520,18,8181E31D0,50832235.38,Saudi Riyal,50832235.38,Saudi Riyal,Cheque,0
163470,81762E520,18,8181E31D0,83198.29,Saudi Riyal,83198.29,Saudi Riyal,Credit Card,0
163470,81762E520,18,8181E31D0,18328754.27,Saudi Riyal,18328754.27,Saudi Riyal,Cash,0
163470,81762E520,18,8181E31D0,11273181.5,Saudi Riyal,11273181.5,Saudi Riyal,ACH,0
163470,81762E520,18,8181E31D0,3646018.5,Saudi Riyal,3646018.5,Saudi Riyal,Wire,0
18,81731C4E0,265862,8184AF140,479.27,Saudi Riyal,479.27,Saudi Riyal,Cheque,0
18,81731C4E0,265862,8184AF140,230.8,Saudi Riyal,230.8,Saudi Riyal,Credit Card,0
115,81810C3F0,164730,8184C2490,10235.04,Saudi Riyal,10235.04,Saudi Riyal,Cheque,0
115,81810C3F0,164730,8184C2490,2067.36,Saudi Riyal,2067.36,Saudi Riyal,Cash,0
63587,817D27160,63940,8187134A0,3721.49,Saudi Riyal,3721.49,Saudi Riyal,Cheque,0
63587,817D27160,63940,8187134A0,213.77,Saudi Riyal,213.77,Saudi Riyal,Credit Card,0
63587,817D27160,63940,8187134A0,281.52,Saudi Riyal,281.52,Saudi Riyal,ACH,0
18,817149340,217,8187654F0,4320.87,Saudi Riyal,4320.87,Saudi Riyal,Cheque,0
18,817149340,217,8187654F0,4677.14,Saudi Riyal,4677.14,Saudi Riyal,Credit Card,0
18,817149340,217,8187654F0,19.12,Saudi Riyal,19.12,Saudi Riyal,Cash,0
115,817AA70B0,217,8187AB010,36856.13,Saudi Riyal,36856.13,Saudi Riyal,Cheque,0
217,8173BE370,264152,8187E1300,9824.94,Saudi Riyal,9824.94,Saudi Riyal,Cheque,0
217,8173BE370,264152,8187E1300,10666.97,Saudi Riyal,10666.97,Saudi Riyal,Credit Card,0
115,8181E21D0,63834,8189B4B50,11882.53,Saudi Riyal,11882.53,Saudi Riyal,Cheque,0
115,8181E21D0,63834,8189B4B50,3534.11,Saudi Riyal,3534.11,Saudi Riyal,Credit Card,0
264152,817B0E490,216,8189C6260,80825.77,Saudi Riyal,80825.77,Saudi Riyal,Cheque,0
264152,817B0E490,216,8189C6260,1994.56,Saudi Riyal,1994.56,Saudi Riyal,Credit Card,0
264152,817B0E490,216,8189C6260,760.84,Saudi Riyal,760.84,Saudi Riyal,ACH,0
216,8000DB9C0,263574,8189C9650,685575.51,Saudi Riyal,685575.51,Saudi Riyal,Cheque,0
216,8000DB9C0,263574,8189C9650,67288.39,Saudi Riyal,67288.39,Saudi Riyal,Credit Card,0
216,8000DB9C0,263574,8189C9650,233076.34,Saudi Riyal,233076.34,Saudi Riyal,ACH,0
216,8000DB9C0,263574,8189C9650,17965.8,Saudi Riyal,17965.8,Saudi Riyal,Wire,0
242676,814D69840,242676,814D69840,6338871.67,Saudi Riyal,1689870.08,US Dollar,ACH,0
242676,814D69840,265216,8189D3380,6338871.67,Saudi Riyal,6338871.67,Saudi Riyal,Cheque,0
263574,81897B030,63587,818A128F0,155.46,Saudi Riyal,155.46,Saudi Riyal,Cheque,0
263574,81897B030,63587,818A128F0,393.85,Saudi Riyal,393.85,Saudi Riyal,ACH,0
264152,817EEF440,66944,818BB2A60,841.91,Saudi Riyal,841.91,Saudi Riyal,Cheque,0
264152,817EEF440,66944,818BB2A60,962.26,Saudi Riyal,962.26,Saudi Riyal,Credit Card,0
164730,817F1E5A0,67606,818BB96D0,3937.99,Saudi Riyal,3937.99,Saudi Riyal,Cheque,0
70,10042BA08,115,818C3EC90,13.95,Saudi Riyal,13.95,Saudi Riyal,Cheque,0
70,10042BA08,115,818C3EC90,19.47,Saudi Riyal,19.47,Saudi Riyal,Credit Card,0
263574,817EA75E0,266734,818B00EB0,899.84,Saudi Riyal,899.84,Saudi Riyal,Cheque,0
263574,817EA75E0,266734,818B00EB0,1111.94,Saudi Riyal,1111.94,Saudi Riyal,ACH,0
263574,817EA75E0,266734,818B00EB0,252.36,Saudi Riyal,252.36,Saudi Riyal,Wire,0
217,81732A850,164730,818C779F0,5434.09,Saudi Riyal,5434.09,Saudi Riyal,Cheque,0
217,81732A850,164730,818C779F0,673.3,Saudi Riyal,673.3,Saudi Riyal,Credit Card,0
163233,81819E500,165675,818D6D3D0,294248.3,Saudi Riyal,294248.3,Saudi Riyal,Cheque,0
163233,81819E500,165675,818D6D3D0,108147.36,Saudi Riyal,108147.36,Saudi Riyal,Credit Card,0
163233,81819E500,165675,818D6D3D0,493900.29,Saudi Riyal,493900.29,Saudi Riyal,ACH,0
8106,80562C060,8106,80562C060,37349.03,Saudi Riyal,9956.82,US Dollar,ACH,0
8106,80562C060,216,818D96120,37349.03,Saudi Riyal,37349.03,Saudi Riyal,Credit Card,0
18,818A15F90,167131,817EAD030,440.87,Saudi Riyal,440.87,Saudi Riyal,Cheque,0
18,818A15F90,167131,817EAD030,205.58,Saudi Riyal,205.58,Saudi Riyal,Credit Card,0
63587,8174BEC50,263186,818DF67B0,21.19,Saudi Riyal,21.19,Saudi Riyal,Cheque,0
63587,8174BEC50,263186,818DF67B0,19.97,Saudi Riyal,19.97,Saudi Riyal,Credit Card,0
263574,81780A730,167131,818DFC950,2329.73,Saudi Riyal,2329.73,Saudi Riyal,Cheque,0
263574,81780A730,167131,818DFC950,173.77,Saudi Riyal,173.77,Saudi Riyal,ACH,0
70,10042BA08,265175,818E288E0,21886.44,Saudi Riyal,21886.44,Saudi Riyal,Cheque,0
70,10042BA08,265175,818E288E0,11289.73,Saudi Riyal,11289.73,Saudi Riyal,Cash,0
63779,817E39660,164686,818F66970,15716.46,Saudi Riyal,15716.46,Saudi Riyal,Cheque,0
63779,817E39660,164686,818F66970,37001.98,Saudi Riyal,37001.98,Saudi Riyal,Credit Card,0
63779,817E39660,164686,818F66970,1011.71,Saudi Riyal,1011.71,Saudi Riyal,Cash,0
63779,817E39660,164686,818F66970,1335.91,Saudi Riyal,1335.91,Saudi Riyal,ACH,0
166753,818FA2A10,65528,8191157C0,1613.53,Saudi Riyal,1613.53,Saudi Riyal,Cheque,0
166753,818FA2A10,65528,8191157C0,3421.12,Saudi Riyal,3421.12,Saudi Riyal,Cash,0
64657,817F7BF50,68287,819117E90,16193.31,Saudi Riyal,16193.31,Saudi Riyal,Cheque,0
163233,8178C6B90,264152,819181760,7174.12,Saudi Riyal,7174.12,Saudi Riyal,Cheque,0
163233,8178C6B90,264152,819181760,10626.95,Saudi Riyal,10626.95,Saudi Riyal,Credit Card,0
164730,818504380,68159,81919F330,299.54,Saudi Riyal,299.54,Saudi Riyal,Cheque,0
164730,818504380,68159,81919F330,989.48,Saudi Riyal,989.48,Saudi Riyal,ACH,0
264152,817F16370,66944,819218A50,123.87,Saudi Riyal,123.87,Saudi Riyal,Cheque,0
264152,817F16370,66944,819218A50,514.58,Saudi Riyal,514.58,Saudi Riyal,ACH,0
65300,817EF2D70,65300,819271820,61341.4,Saudi Riyal,61341.4,Saudi Riyal,Cheque,0
65300,817EF2D70,65300,819271820,57886.76,Saudi Riyal,57886.76,Saudi Riyal,Credit Card,0
65300,817EF2D70,65300,819271820,128140.92,Saudi Riyal,128140.92,Saudi Riyal,ACH,0
70,10042BA08,163897,8192729F0,9953.29,Saudi Riyal,9953.29,Saudi Riyal,Cheque,0
115,817343B90,67606,819296BC0,1839.79,Saudi Riyal,1839.79,Saudi Riyal,Cheque,0
115,817343B90,67606,819296BC0,1924.53,Saudi Riyal,1924.53,Saudi Riyal,Credit Card,0
70,10042BA08,216,8192E9A50,2400.6,Saudi Riyal,2400.6,Saudi Riyal,Cheque,0
70,10042BA08,66944,81936AC60,2018.17,Saudi Riyal,2018.17,Saudi Riyal,Credit Card,0
70,10042BA08,66944,81936AC60,875.4,Saudi Riyal,875.4,Saudi Riyal,Cash,0
166771,8193E8E30,165852,8193E4310,3024.5,Saudi Riyal,3024.5,Saudi Riyal,ACH,0
168420,8193BE320,167860,819336720,3704.44,Saudi Riyal,3704.44,Saudi Riyal,Cheque,0
63940,817617A80,63834,8193FFB60,162.8,Saudi Riyal,162.8,Saudi Riyal,Cheque,0
70,10042BA08,64059,819468F00,162.16,Saudi Riyal,162.16,Saudi Riyal,Cheque,0
70,10042BA08,64059,819468F00,74.71,Saudi Riyal,74.71,Saudi Riyal,Cash,0
63940,817692620,167131,8194744C0,324.79,Saudi Riyal,324.79,Saudi Riyal,Cheque,0
63940,817692620,167131,8194744C0,366.21,Saudi Riyal,366.21,Saudi Riyal,Credit Card,0
70,10042BA08,67682,819481AC0,35724831.66,Saudi Riyal,35724831.66,Saudi Riyal,Cheque,0
70,10042BA08,67682,819481AC0,41432.24,Saudi Riyal,41432.24,Saudi Riyal,Credit Card,0
70,10042BA08,67682,819481AC0,30846953.28,Saudi Riyal,30846953.28,Saudi Riyal,Cash,0
66944,8189F78A0,163233,8194AB510,15683.49,Saudi Riyal,15683.49,Saudi Riyal,Cheque,0
66944,8189F78A0,163233,8194AB510,52058.42,Saudi Riyal,52058.42,Saudi Riyal,Credit Card,0
66944,8189F78A0,163233,8194AB510,46242.41,Saudi Riyal,46242.41,Saudi Riyal,Cash,0
66944,8189F78A0,163233,8194AB510,9935.01,Saudi Riyal,9935.01,Saudi Riyal,Wire,0
216,818FB6180,163233,8194CF720,69.29,Saudi Riyal,69.29,Saudi Riyal,Cheque,0
216,818FB6180,163233,8194CF720,86.73,Saudi Riyal,86.73,Saudi Riyal,Cash,0
69289,819648371,69289,819648371,0.011389,Bitcoin,0.011389,Bitcoin,Bitcoin,0
69289,819648371,69289,819648371,0.013816,Bitcoin,0.013816,Bitcoin,Bitcoin,0
118,81950D8A1,214,819789E81,0.007675,Bitcoin,0.007675,Bitcoin,Bitcoin,0
118,81950D8A1,214,819789E81,0.029995,Bitcoin,0.029995,Bitcoin,Bitcoin,0
69314,8197AF471,69314,8197AF471,0.004565,Bitcoin,0.004565,Bitcoin,Bitcoin,0
69314,8197AF471,69314,8197AF471,0.025864,Bitcoin,0.025864,Bitcoin,Bitcoin,0
268792,8197DF0D1,268792,8197DF0D1,0.003762,Bitcoin,0.003762,Bitcoin,Bitcoin,0
268792,8197DF0D1,268792,8197DF0D1,0.026493,Bitcoin,0.026493,Bitcoin,Bitcoin,0
268792,8198B2991,69465,8198B5991,0.010594,Bitcoin,0.010594,Bitcoin,Bitcoin,0
268792,8198B2991,69465,8198B5991,0.046268,Bitcoin,0.046268,Bitcoin,Bitcoin,0
